File_Path,Line_Number,Found_in_Function,Function_Definition_Line_Number,Assert_Statement_Type,Oracle_Argument_ Position,Differential_Function_Line_Number,Differential_Test_Function,Evaluation
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,1,6320,numpy,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,1,6326,model,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,1,6327,numpy,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,1,6331,model,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,1,6334,numpy,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,1,6350,model,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,1,6361,numpy,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,1,6367,model,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,1,6368,numpy,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,1,6374,model,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,1,6385,numpy,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,2,6296,torch.tensor,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,2,6298,numpy,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,2,6318,perm_fn,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,2,6321,numpy,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,2,6332,perm_fn,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,2,6335,numpy,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,2,6351,perm_fn,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,2,6362,numpy,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,2,6375,perm_fn,TODO
test\test_nn.py,6370,test_transformerencoderlayer,6270,assert_allclose,2,6386,numpy,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6295,model,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6297,numpy,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6303,model,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6304,numpy,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6310,model,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6311,numpy,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6317,model,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6320,numpy,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6326,model,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6327,numpy,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6331,model,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6334,numpy,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6350,model,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6361,numpy,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6367,model,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6368,numpy,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6374,model,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,1,6385,numpy,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,2,6296,torch.tensor,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,2,6298,numpy,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,2,6318,perm_fn,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,2,6321,numpy,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,2,6332,perm_fn,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,2,6335,numpy,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,2,6351,perm_fn,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,2,6362,numpy,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,2,6375,perm_fn,TODO
test\test_nn.py,6388,test_transformerencoderlayer,6270,assert_allclose,2,6386,numpy,TODO
test\test_nn.py,6419,test_transformerencoderlayer_gelu,6390,assert_allclose,1,6416,model,TODO
test\test_nn.py,6419,test_transformerencoderlayer_gelu,6390,assert_allclose,1,6424,model,TODO
test\test_nn.py,6419,test_transformerencoderlayer_gelu,6390,assert_allclose,1,6441,model,TODO
test\test_nn.py,6419,test_transformerencoderlayer_gelu,6390,assert_allclose,2,6417,torch.tensor,TODO
test\test_nn.py,6419,test_transformerencoderlayer_gelu,6390,assert_allclose,2,6425,perm_fn,TODO
test\test_nn.py,6419,test_transformerencoderlayer_gelu,6390,assert_allclose,2,6442,perm_fn,TODO
test\test_nn.py,6428,test_transformerencoderlayer_gelu,6390,assert_allclose,1,6416,model,TODO
test\test_nn.py,6428,test_transformerencoderlayer_gelu,6390,assert_allclose,1,6424,model,TODO
test\test_nn.py,6428,test_transformerencoderlayer_gelu,6390,assert_allclose,1,6441,model,TODO
test\test_nn.py,6428,test_transformerencoderlayer_gelu,6390,assert_allclose,2,6417,torch.tensor,TODO
test\test_nn.py,6428,test_transformerencoderlayer_gelu,6390,assert_allclose,2,6425,perm_fn,TODO
test\test_nn.py,6428,test_transformerencoderlayer_gelu,6390,assert_allclose,2,6442,perm_fn,TODO
test\test_nn.py,6453,test_transformerencoderlayer_gelu,6390,assert_allclose,1,6416,model,TODO
test\test_nn.py,6453,test_transformerencoderlayer_gelu,6390,assert_allclose,1,6424,model,TODO
test\test_nn.py,6453,test_transformerencoderlayer_gelu,6390,assert_allclose,1,6441,model,TODO
test\test_nn.py,6453,test_transformerencoderlayer_gelu,6390,assert_allclose,2,6417,torch.tensor,TODO
test\test_nn.py,6453,test_transformerencoderlayer_gelu,6390,assert_allclose,2,6425,perm_fn,TODO
test\test_nn.py,6453,test_transformerencoderlayer_gelu,6390,assert_allclose,2,6442,perm_fn,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,1,6483,model,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,1,6485,numpy,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,1,6494,model,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,1,6495,numpy,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,1,6507,model,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,1,6510,numpy,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,1,6532,model,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,1,6539,numpy,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,1,6546,model,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,1,6553,numpy,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,1,6562,model,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,1,6569,numpy,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,1,6576,model,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,1,6583,numpy,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,1,6592,model,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,1,6599,numpy,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,2,6484,torch.tensor,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,2,6486,numpy,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,2,6496,perm_fn,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,2,6498,numpy,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,2,6508,perm_fn,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,2,6511,numpy,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,2,6533,perm_fn,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,2,6540,numpy,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,2,6547,perm_fn,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,2,6554,numpy,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,2,6563,perm_fn,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,2,6570,numpy,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,2,6577,perm_fn,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,2,6584,numpy,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,2,6593,perm_fn,TODO
test\test_nn.py,6488,test_transformerdecoderlayer,6455,assert_allclose,2,6600,numpy,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,1,6483,model,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,1,6485,numpy,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,1,6494,model,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,1,6495,numpy,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,1,6507,model,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,1,6510,numpy,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,1,6532,model,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,1,6539,numpy,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,1,6546,model,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,1,6553,numpy,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,1,6562,model,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,1,6569,numpy,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,1,6576,model,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,1,6583,numpy,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,1,6592,model,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,1,6599,numpy,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,2,6484,torch.tensor,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,2,6486,numpy,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,2,6496,perm_fn,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,2,6498,numpy,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,2,6508,perm_fn,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,2,6511,numpy,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,2,6533,perm_fn,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,2,6540,numpy,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,2,6547,perm_fn,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,2,6554,numpy,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,2,6563,perm_fn,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,2,6570,numpy,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,2,6577,perm_fn,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,2,6584,numpy,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,2,6593,perm_fn,TODO
test\test_nn.py,6500,test_transformerdecoderlayer,6455,assert_allclose,2,6600,numpy,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,1,6483,model,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,1,6485,numpy,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,1,6494,model,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,1,6495,numpy,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,1,6507,model,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,1,6510,numpy,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,1,6532,model,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,1,6539,numpy,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,1,6546,model,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,1,6553,numpy,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,1,6562,model,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,1,6569,numpy,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,1,6576,model,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,1,6583,numpy,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,1,6592,model,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,1,6599,numpy,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,2,6484,torch.tensor,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,2,6486,numpy,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,2,6496,perm_fn,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,2,6498,numpy,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,2,6508,perm_fn,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,2,6511,numpy,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,2,6533,perm_fn,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,2,6540,numpy,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,2,6547,perm_fn,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,2,6554,numpy,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,2,6563,perm_fn,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,2,6570,numpy,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,2,6577,perm_fn,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,2,6584,numpy,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,2,6593,perm_fn,TODO
test\test_nn.py,6513,test_transformerdecoderlayer,6455,assert_allclose,2,6600,numpy,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,1,6483,model,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,1,6485,numpy,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,1,6494,model,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,1,6495,numpy,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,1,6507,model,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,1,6510,numpy,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,1,6532,model,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,1,6539,numpy,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,1,6546,model,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,1,6553,numpy,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,1,6562,model,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,1,6569,numpy,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,1,6576,model,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,1,6583,numpy,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,1,6592,model,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,1,6599,numpy,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,2,6484,torch.tensor,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,2,6486,numpy,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,2,6496,perm_fn,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,2,6498,numpy,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,2,6508,perm_fn,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,2,6511,numpy,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,2,6533,perm_fn,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,2,6540,numpy,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,2,6547,perm_fn,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,2,6554,numpy,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,2,6563,perm_fn,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,2,6570,numpy,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,2,6577,perm_fn,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,2,6584,numpy,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,2,6593,perm_fn,TODO
test\test_nn.py,6542,test_transformerdecoderlayer,6455,assert_allclose,2,6600,numpy,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,1,6483,model,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,1,6485,numpy,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,1,6494,model,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,1,6495,numpy,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,1,6507,model,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,1,6510,numpy,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,1,6532,model,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,1,6539,numpy,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,1,6546,model,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,1,6553,numpy,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,1,6562,model,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,1,6569,numpy,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,1,6576,model,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,1,6583,numpy,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,1,6592,model,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,1,6599,numpy,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,2,6484,torch.tensor,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,2,6486,numpy,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,2,6496,perm_fn,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,2,6498,numpy,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,2,6508,perm_fn,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,2,6511,numpy,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,2,6533,perm_fn,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,2,6540,numpy,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,2,6547,perm_fn,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,2,6554,numpy,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,2,6563,perm_fn,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,2,6570,numpy,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,2,6577,perm_fn,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,2,6584,numpy,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,2,6593,perm_fn,TODO
test\test_nn.py,6556,test_transformerdecoderlayer,6455,assert_allclose,2,6600,numpy,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,1,6483,model,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,1,6485,numpy,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,1,6494,model,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,1,6495,numpy,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,1,6507,model,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,1,6510,numpy,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,1,6532,model,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,1,6539,numpy,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,1,6546,model,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,1,6553,numpy,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,1,6562,model,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,1,6569,numpy,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,1,6576,model,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,1,6583,numpy,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,1,6592,model,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,1,6599,numpy,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,2,6484,torch.tensor,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,2,6486,numpy,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,2,6496,perm_fn,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,2,6498,numpy,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,2,6508,perm_fn,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,2,6511,numpy,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,2,6533,perm_fn,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,2,6540,numpy,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,2,6547,perm_fn,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,2,6554,numpy,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,2,6563,perm_fn,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,2,6570,numpy,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,2,6577,perm_fn,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,2,6584,numpy,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,2,6593,perm_fn,TODO
test\test_nn.py,6572,test_transformerdecoderlayer,6455,assert_allclose,2,6600,numpy,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,1,6483,model,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,1,6485,numpy,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,1,6494,model,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,1,6495,numpy,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,1,6507,model,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,1,6510,numpy,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,1,6532,model,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,1,6539,numpy,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,1,6546,model,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,1,6553,numpy,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,1,6562,model,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,1,6569,numpy,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,1,6576,model,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,1,6583,numpy,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,1,6592,model,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,1,6599,numpy,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,2,6484,torch.tensor,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,2,6486,numpy,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,2,6496,perm_fn,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,2,6498,numpy,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,2,6508,perm_fn,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,2,6511,numpy,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,2,6533,perm_fn,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,2,6540,numpy,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,2,6547,perm_fn,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,2,6554,numpy,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,2,6563,perm_fn,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,2,6570,numpy,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,2,6577,perm_fn,TODO
test\test_nn.py,6586,test_transformerdecoderlayer,6455,assert_allclose,2,6584,numpy,TODO
